Day of Week,Date,,,Event,Date Wikipedia,Event Wikipedia,Date UFC,Event UFC,Date Sherdog,Event Sherdog,Date Fightmetric,Event Fightmetric,Date MMAFighting,Event MMAFighting
Saturday,12/8/2007,FALSE,FALSE,Ultimate Fighter 6: Team Hughes vs. Team Serra Finale,12/8/2007,Ultimate Fighter 06 !The Ultimate Fighter: Team Hughes vs. Team Serra Finale,12/9/2007,The Ultimate Fighter,12/8/2007,UFC - The Ultimate Fighter 6 Finale,12/8/2007,The Ultimate Fighter: Team Serra vs Team Hughes Finale,12/8/2007,
Saturday,11/17/2007,FALSE,FALSE,UFC 78: Validation,11/17/2007,UFC 078 !UFC 78: Validation,11/17/2007,UFC 78,11/17/2007,,11/17/2007,UFC 78: Validation,11/17/2007,
Saturday,10/20/2007,FALSE,FALSE,UFC 77: Hostile Territory,10/20/2007,UFC 077 !UFC 77: Hostile Territory,10/20/2007,UFC 77,10/20/2007,UFC 77 - Hostile Territory,10/20/2007,UFC 77: Hostile Territory,10/20/2007,
Saturday,9/22/2007,FALSE,FALSE,UFC 76: Knockout,9/22/2007,UFC 076 !UFC 76: Knockout,9/22/2007,UFC 76,9/22/2007,,9/22/2007,UFC 76: Knockout,9/22/2007,
Wednesday,9/19/2007,FALSE,FALSE,UFC Fight Night 11: Thomas vs. Florian,9/19/2007,UFC Fight Night 11 !UFC Fight Night: Thomas vs. Florian,9/19/2007,UFC Fight Night,9/19/2007,UFC Fight Night 11 - Thomas vs. Florian,9/19/2007,UFC Fight Night: Thomas vs Florian,9/19/2007,
Saturday,9/8/2007,FALSE,FALSE,UFC 75: Champion vs. Champion,9/8/2007,UFC 075 !UFC 75: Champion vs. Champion,9/8/2007,UFC 75,9/8/2007,,9/8/2007,UFC 75: Champion vs Champion,9/8/2007,
Saturday,8/25/2007,FALSE,FALSE,UFC 74: Respect,8/25/2007,UFC 074 !UFC 74: Respect,8/25/2007,UFC 74,8/25/2007,UFC 74 - Respect,8/25/2007,UFC 74: Respect,8/25/2007,
Saturday,7/7/2007,FALSE,FALSE,UFC 73: Stacked,7/7/2007,UFC 073 !UFC 73: Stacked,7/7/2007,UFC 73,7/7/2007,,7/7/2007,UFC 73: Stacked,7/7/2007,
Saturday,6/23/2007,FALSE,FALSE,Ultimate Fighter 5: Team Pulver vs. Team Penn Finale,6/23/2007,Ultimate Fighter 05 !The Ultimate Fighter: Team Pulver vs. Team Penn Finale,6/23/2007,The Ultimate Fighter 5,6/23/2007,UFC - The Ultimate Fighter 5 Finale,6/23/2007,The Ultimate Fighter 5 Finale,6/23/2007,
Saturday,6/16/2007,FALSE,FALSE,UFC 72: Victory,6/16/2007,UFC 072 !UFC 72: Victory,6/16/2007,UFC 72,6/16/2007,,6/16/2007,UFC 72: Victory,6/16/2007,
Tuesday,6/12/2007,FALSE,FALSE,UFC Fight Night 10: Stout vs. Fisher,6/12/2007,UFC Fight Night 10 !UFC Fight Night: Stout vs. Fisher,6/12/2007,UFC Fight Night,6/12/2007,UFC Fight Night 10 - Stout vs. Fisher 2,6/12/2007,UFC Fight Night: Stout vs Fisher,6/12/2007,
Saturday,5/26/2007,FALSE,FALSE,UFC 71: Liddell vs. Jackson,5/26/2007,UFC 071 !UFC 71: Liddell vs. Jackson,5/27/2007,UFC 71,5/26/2007,,5/26/2007,UFC 71: Liddell vs Jackson,5/26/2007,
Saturday,4/21/2007,FALSE,FALSE,UFC 70: Nations Collide,4/21/2007,UFC 070 !UFC 70: Nations Collide,4/21/2007,UFC 70,4/21/2007,UFC 70 - Nations Collide,4/21/2007,UFC 70: Nations Collide,4/21/2007,
Saturday,4/7/2007,FALSE,FALSE,UFC 69: Shootout,4/7/2007,UFC 069 !UFC 69: Shootout,4/7/2007,UFC 69,4/7/2007,,4/7/2007,UFC 69: Shootout,4/7/2007,
Thursday,4/5/2007,FALSE,FALSE,UFC Fight Night 9: Stevenson vs. Guillard,4/5/2007,UFC Fight Night 09 !UFC Fight Night: Stevenson vs. Guillard,4/5/2007,UFC Fight Night,4/5/2007,UFC Fight Night 9 - Stevenson vs. Guillard,4/5/2007,UFC Fight Night: Stevenson vs Guillard,4/5/2007,
Saturday,3/3/2007,FALSE,FALSE,UFC 68: The Uprising,3/3/2007,UFC 068 !UFC 68: The Uprising,3/3/2007,UFC 68,3/3/2007,,3/3/2007,UFC 68: The Uprising,3/3/2007,
Saturday,2/3/2007,FALSE,FALSE,UFC 67: All or Nothing,2/3/2007,UFC 067 !UFC 67: All or Nothing,2/3/2007,UFC 67,2/3/2007,UFC 67 - All or Nothing,2/3/2007,UFC 67: All or Nothing,2/3/2007,
Thursday,1/25/2007,FALSE,FALSE,UFC Fight Night 8: Evans vs. Salmon,1/25/2007,UFC Fight Night 08 !UFC Fight Night: Evans vs. Salmon,1/25/2007,UFC Fight Night,1/25/2007,,1/25/2007,UFC Fight Night: Evans vs Salmon,1/25/2007,
Saturday,12/30/2006,FALSE,FALSE,UFC 66: Liddell vs. Ortiz,12/30/2006,UFC 066 !UFC 66: Liddell vs. Ortiz,12/30/2006,UFC 66,12/30/2006,UFC 66 - Liddell vs. Ortiz 2,12/30/2006,UFC 66: Liddell vs Ortiz 2,12/30/2006,
Wednesday,12/13/2006,FALSE,FALSE,UFC Fight Night 7: Sanchez vs. Riggs,12/13/2006,UFC Fight Night 07 !UFC Fight Night: Sanchez vs. Riggs,12/13/2006,UFC Fight Night,12/13/2006,,12/13/2006,UFC Fight Night: Sanchez vs Riggs,12/13/2006,
Saturday,11/18/2006,FALSE,FALSE,UFC 65: Bad Intentions,11/18/2006,UFC 065 !UFC 65: Bad Intentions,11/18/2006,UFC 65,11/18/2006,UFC 65 - Bad Intentions,11/18/2006,UFC 65: Bad Intentions,11/18/2006,
Saturday,11/11/2006,FALSE,FALSE,Ultimate Fighter 4: The Comeback Finale,11/11/2006,Ultimate Fighter 04 !The Ultimate Fighter: The Comeback Finale,11/11/2006,The Ultimate Fighter 4,11/11/2006,,11/11/2006,The Ultimate Fighter 4 Finale,11/11/2006,
Saturday,10/14/2006,FALSE,FALSE,UFC 64: Unstoppable,10/14/2006,UFC 064 !UFC 64: Unstoppable,10/14/2006,UFC 64,10/14/2006,UFC 64 - Unstoppable,10/14/2006,UFC 64: Unstoppable,10/14/2006,
Tuesday,10/10/2006,FALSE,FALSE,UFC Fight Night 6.5: Ortiz vs. Shamrock 3: The Final Chapter,10/10/2006,UFC Fight Night 06.5 !UFC: Ortiz vs. Shamrock 3: The Final Chapter,10/10/2006,Ortiz vs Shamrock 3,10/10/2006,,10/10/2006,Ortiz vs Shamrock 3: The Final Chapter,10/10/2006,
Saturday,9/23/2006,FALSE,FALSE,UFC 63: Hughes vs. Penn,9/23/2006,UFC 063 !UFC 63: Hughes vs. Penn,9/23/2006,UFC 63,9/23/2006,UFC 63 - Hughes vs. Penn 2,9/23/2006,UFC 63: Hughes vs Penn,9/23/2006,
,8/26/2006,FALSE,FALSE,UFC 62: Liddell vs. Babalu,8/26/2006,UFC 062 !UFC 62: Liddell vs. Sobral,8/26/2006,UFC 62,8/26/2006,,8/26/2006,UFC 62: Liddell vs Sobral,8/26/2006,
Thursday,8/17/2006,FALSE,FALSE,UFC Fight Night 6,8/17/2006,UFC Fight Night 06 !UFC Fight Night 6,8/17/2006,UFC Fight Night,8/17/2006,UFC Fight Night 6 - Sanchez vs. Parisyan,8/17/2006,UFC Fight Night 6,8/17/2006,
Saturday,7/8/2006,FALSE,FALSE,UFC 61: Bitter Rivals,7/8/2006,UFC 061 !UFC 61: Bitter Rivals,7/8/2006,UFC 61,7/8/2006,,7/8/2006,UFC 61: Bitter Rivals,7/8/2006,
Wednesday,6/28/2006,FALSE,FALSE,UFC Fight Night 5,6/28/2006,UFC Fight Night 05 !UFC Fight Night 5,6/28/2006,UFC Fight Night,6/28/2006,UFC Fight Night 5 - Leben vs. Silva,6/28/2006,UFC Fight Night 5,6/28/2006,
Saturday,6/24/2006,FALSE,FALSE,Ultimate Fighter 3: Team Ortiz vs. Team Shamrock Finale,6/24/2006,Ultimate Fighter 03 !The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,6/24/2006,The Ultimate Fighter 3,6/24/2006,,6/24/2006,The Ultimate Fighter 3 Finale,6/24/2006,
Saturday,5/27/2006,FALSE,FALSE,UFC 60: Hughes vs. Gracie,5/27/2006,UFC 060 !UFC 60: Hughes vs. Gracie,5/27/2006,UFC 60,5/27/2006,UFC 60 - Hughes vs. Gracie,5/27/2006,UFC 60: Hughes vs Gracie,5/27/2006,
Saturday,4/15/2006,FALSE,FALSE,UFC 59: Reality Check,4/15/2006,UFC 059 !UFC 59: Reality Check,4/15/2006,UFC 59,4/15/2006,,4/15/2006,UFC 59: Reality Check,4/15/2006,
Thursday,4/6/2006,FALSE,FALSE,UFC Fight Night 4,4/6/2006,UFC Fight Night 04 !UFC Fight Night 4,4/6/2006,UFC Fight Night,4/6/2006,UFC Fight Night 4 - Bonnar vs. Jardine,4/6/2006,UFC Fight Night 4,4/6/2006,
Saturday,3/4/2006,FALSE,FALSE,UFC 58: USA vs. Canada,3/4/2006,UFC 058 !UFC 58: USA vs. Canada,3/4/2006,UFC 58,3/4/2006,,3/4/2006,UFC 58: USA vs Canada,3/4/2006,
Saturday,2/4/2006,FALSE,FALSE,UFC 57: Liddell vs. Couture 3,2/4/2006,UFC 057 !UFC 57: Liddell vs. Couture 3,2/4/2006,UFC 57,2/4/2006,UFC 57 - Liddell vs. Couture 3,2/4/2006,UFC 57: Liddell vs Couture 3,2/4/2006,
Monday,1/16/2006,FALSE,FALSE,UFC Fight Night 3,1/16/2006,UFC Fight Night 03 !UFC Fight Night 3,1/16/2006,UFC Fight Night,1/16/2006,,1/16/2006,UFC Fight Night 3,1/16/2006,
Saturday,11/19/2005,FALSE,FALSE,UFC 56: Full Force,11/19/2005,UFC 056 !UFC 56: Full Force,11/19/2005,UFC 56,11/19/2005,UFC 56 - Full Force,11/19/2005,UFC 56: Full Force,11/19/2005,
Saturday,11/5/2005,FALSE,FALSE,Ultimate Fighter 02 The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,11/5/2005,Ultimate Fighter 02 !The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,11/5/2005,The Ultimate Fighter 2,11/5/2005,,11/5/2005,The Ultimate Fighter 2 Finale,11/5/2005,
Friday,10/7/2005,FALSE,FALSE,UFC 55: Fury,10/7/2005,UFC 055 !UFC 55: Fury,10/7/2005,UFC 55,10/7/2005,UFC 55 - Fury,10/7/2005,UFC 55: Fury,10/7/2005,
Monday,10/3/2005,FALSE,FALSE,UFC Fight Night 2,10/3/2005,UFC Fight Night 02 !UFC Fight Night 2,10/3/2005,UFC Fight Night,10/3/2005,,10/3/2005,UFC Fight Night 2,10/3/2005,
Saturday,8/20/2005,FALSE,FALSE,UFC 54: Boiling Point,8/20/2005,UFC 054 !UFC 54: Boiling Point,8/20/2005,UFC 54,8/20/2005,UFC 54 - Boiling Point,8/20/2005,UFC 54: Boiling Point,8/20/2005,
Saturday,8/6/2005,FALSE,FALSE,UFC Fight Night 1,8/6/2005,UFC Fight Night 01 !UFC Fight Night,8/6/2005,UFC Fight Night,8/6/2005,,8/6/2005,UFC Fight Night 1,8/6/2005,
Saturday,6/4/2005,FALSE,FALSE,UFC 53: Heavy Hitters,6/4/2005,UFC 053 !UFC 53: Heavy Hitters,6/4/2005,UFC 53,6/4/2005,UFC 53 - Heavy Hitters,6/4/2005,UFC 53: Heavy Hitters,6/4/2005,
Saturday,4/16/2005,FALSE,FALSE,UFC 52: Couture vs. Liddell,4/16/2005,UFC 052 !UFC 52: Couture vs. Liddell,4/16/2005,UFC 52,4/16/2005,,4/16/2005,UFC 52: Couture vs Liddell 2,4/16/2005,
Saturday,4/9/2005,FALSE,FALSE,Ultimate Fighter 01 The Ultimate Fighter: Team Couture vs. Team Liddell Finale,4/9/2005,Ultimate Fighter 01 !The Ultimate Fighter: Team Couture vs. Team Liddell Finale,4/9/2005,The Ultimate Fighter 1,4/9/2005,UFC - The Ultimate Fighter 1 Finale,4/9/2005,The Ultimate Fighter 1 Finale,4/9/2005,
Saturday,2/5/2005,FALSE,FALSE,UFC 51: Super Saturday,2/5/2005,UFC 051 !UFC 51: Super Saturday,2/5/2005,UFC 51,2/5/2005,,2/5/2005,UFC 51: Super Saturday,2/5/2005,
Friday,10/22/2004,FALSE,FALSE,UFC 50: The War of '04,10/22/2004,UFC 050 !UFC 50: The War of '04,10/22/2004,UFC 50,10/22/2004,UFC 50 - The War of '04,10/22/2004,UFC 50: The War Of '04,10/22/2004,
Saturday,8/21/2004,FALSE,FALSE,UFC 49: Unfinished Business,8/21/2004,UFC 049 !UFC 49: Unfinished Business,8/21/2004,UFC 49,8/21/2004,,8/21/2004,UFC 49: Unfinished Business,8/21/2004,
Saturday,6/19/2004,FALSE,FALSE,UFC 48: Payback,6/19/2004,UFC 048 !UFC 48: Payback,6/19/2004,UFC 48,6/19/2004,UFC 48 - Payback,6/19/2004,UFC 48: Payback,6/19/2004,
Friday,4/2/2004,FALSE,FALSE,UFC 47: It's On!,4/2/2004,UFC 047 !UFC 47: It's On!,4/2/2004,UFC 47,4/2/2004,,4/2/2004,UFC 47: It's On!,4/2/2004,
Saturday,1/31/2004,FALSE,FALSE,UFC 46: Supernatural,1/31/2004,UFC 046 !UFC 46: Supernatural,1/31/2004,UFC 46,1/31/2004,UFC 46 - Supernatural,1/31/2004,UFC 46: Supernatural,1/31/2004,
Friday,11/21/2003,FALSE,FALSE,UFC 45: Revolution,11/21/2003,UFC 045 !UFC 45: Revolution,11/21/2003,UFC 45,11/21/2003,,11/21/2003,UFC 45: Revolution,11/21/2003,
Friday,9/26/2003,FALSE,FALSE,UFC 44: Undisputed,9/26/2003,UFC 044 !UFC 44: Undisputed,9/26/2003,UFC 44,9/26/2003,UFC 44 - Undisputed,9/26/2003,UFC 44: Undisputed,9/26/2003,
Friday,6/6/2003,FALSE,FALSE,UFC 43: Meltdown,6/6/2003,UFC 043 !UFC 43: Meltdown,6/6/2003,UFC 43,6/6/2003,,6/6/2003,UFC 43: Meltdown,6/6/2003,
Friday,4/25/2003,FALSE,FALSE,UFC 42: Sudden Impact,4/25/2003,UFC 042 !UFC 42: Sudden Impact,4/25/2003,UFC 42,4/25/2003,UFC 42 - Sudden Impact,4/25/2003,UFC 42: Sudden Impact,4/25/2003,
Friday,2/28/2003,FALSE,FALSE,UFC 41: Onslaught,2/28/2003,UFC 041 !UFC 41: Onslaught,2/28/2003,UFC 41,2/28/2003,,2/28/2003,UFC 41: Onslaught,2/28/2003,
Friday,11/22/2002,FALSE,FALSE,UFC 40: Vendetta,11/22/2002,UFC 040 !UFC 40: Vendetta,11/22/2002,UFC 40,11/22/2002,UFC 40 - Vendetta,11/22/2002,UFC 40: Vendetta,11/22/2002,
Friday,9/27/2002,FALSE,FALSE,UFC 39: The Warriors Return,9/27/2002,UFC 039 !UFC 39: The Warriors Return,9/27/2002,UFC 39,9/27/2002,,9/27/2002,UFC 39: The Warriors Return,9/27/2002,
Saturday,7/13/2002,FALSE,FALSE,UFC 38: Brawl at the Hall,7/13/2002,UFC 038 !UFC 38: Brawl at the Hall,7/13/2002,UFC 38,7/13/2002,UFC 38 - Brawl at the Hall,7/13/2002,UFC 38: Brawl at the Hall,7/13/2002,
Saturday,6/22/2002,FALSE,FALSE,UFC 37.5: As Real As It Gets,6/22/2002,UFC 037.5 !UFC 37.5: As Real As It Gets,6/22/2002,UFC 37.5,6/22/2002,,6/22/2002,UFC 37.5: As Real As It Gets,6/22/2002,
Friday,5/10/2002,FALSE,FALSE,UFC 37: High Impact,5/10/2002,UFC 037 !UFC 37: High Impact,5/10/2002,UFC 37,5/10/2002,UFC 37 - High Impact,5/10/2002,UFC 37: High Impact,5/10/2002,
Friday,3/22/2002,FALSE,FALSE,UFC 36: Worlds Collide,3/22/2002,UFC 036 !UFC 36: Worlds Collide,3/22/2002,UFC 36,3/22/2002,,3/22/2002,UFC 36: Worlds Collide,3/22/2002,
Friday,1/11/2002,FALSE,FALSE,UFC 35: Throwdown,1/11/2002,UFC 035 !UFC 35: Throwdown,1/11/2002,UFC 35,1/11/2002,UFC 35 - Throwdown,1/11/2002,UFC 35: Throwdown,1/11/2002,
Friday,11/2/2001,FALSE,FALSE,UFC 34: High Voltage,11/2/2001,UFC 034 !UFC 34: High Voltage,11/2/2001,UFC 34,11/2/2001,,11/2/2001,UFC 34: High Voltage,11/2/2001,
Friday,9/28/2001,FALSE,FALSE,UFC 33: Victory in Vegas,9/28/2001,UFC 033 !UFC 33: Victory in Vegas,9/28/2001,UFC 33,9/28/2001,UFC 33 - Victory in Vegas,9/28/2001,UFC 33: Victory in Vegas,9/28/2001,
Friday,6/29/2001,FALSE,FALSE,UFC 32: Showdown in the Meadowlands,6/29/2001,UFC 032 !UFC 32: Showdown in the Meadowlands,6/29/2001,UFC 32,6/29/2001,,6/29/2001,UFC 32: Showdown in the Meadowlands,6/29/2001,
Friday,5/4/2001,FALSE,FALSE,UFC 31: Locked and Loaded,5/4/2001,UFC 031 !UFC 31: Locked and Loaded,5/4/2001,UFC 31,5/4/2001,UFC 31 - Locked &amp; Loaded,5/4/2001,UFC 31: Locked and Loaded,5/4/2001,
Friday,2/23/2001,FALSE,FALSE,UFC 30: Battle on the Boardwalk,2/23/2001,UFC 030 !UFC 30: Battle on the Boardwalk,2/23/2001,UFC 30,2/23/2001,,2/23/2001,UFC 30: Battle on the Boardwalk,2/23/2001,
Saturday,12/16/2000,FALSE,FALSE,UFC 29: Defense of the Belts,12/16/2000,UFC 029 !UFC 29: Defense of the Belts,12/16/2000,UFC 29,12/16/2000,UFC 29 - Defense of the Belts,12/16/2000,UFC 29: Defense of the Belts,12/16/2000,
Friday,11/17/2000,FALSE,FALSE,UFC 28: High Stakes,11/17/2000,UFC 028 !UFC 28: High Stakes,11/17/2000,UFC 28,11/17/2000,,11/17/2000,UFC 28: High Stakes,11/17/2000,
Friday,9/22/2000,FALSE,FALSE,UFC 27: Ultimate Bad Boyz,9/22/2000,UFC 027 !UFC 27: Ultimate Bad Boyz,9/22/2000,UFC 27,9/22/2000,UFC 27 - Ultimate Bad Boyz,9/22/2000,UFC 27: Ultimate Bad Boyz,9/22/2000,
Friday,6/9/2000,FALSE,FALSE,UFC 26: Ultimate Field of Dreams,6/9/2000,UFC 026 !UFC 26: Ultimate Field of Dreams,6/9/2000,UFC 26,6/9/2000,,6/9/2000,UFC 26: Ultimate Field Of Dreams,6/9/2000,
Friday,4/14/2000,FALSE,FALSE,UFC 25: Ultimate Japan 3,4/14/2000,UFC 025 !UFC 25: Ultimate Japan 3,4/14/2000,UFC 25,4/14/2000,UFC 25 - Ultimate Japan 3,4/14/2000,UFC 25: Ultimate Japan 3,4/14/2000,
Friday,3/10/2000,FALSE,FALSE,UFC 24: First Defense,3/10/2000,UFC 024 !UFC 24: First Defense,3/10/2000,UFC 24,3/10/2000,,3/10/2000,UFC 24: First Defense,3/10/2000,
Friday,11/19/1999,FALSE,FALSE,UFC 23: Ultimate Japan 2,11/19/1999,UFC 023 !UFC 23: Ultimate Japan 2,11/19/1999,UFC 23,11/19/1999,UFC 23 - Ultimate Japan 2,11/19/1999,UFC 23: Ultimate Japan 2,11/19/1999,
Friday,9/24/1999,FALSE,FALSE,UFC 22: Only One Can be Champion,9/24/1999,UFC 022 !UFC 22: Only One Can be Champion,9/24/1999,UFC 22,9/24/1999,,9/24/1999,UFC 22: Only One Can be Champion,9/24/1999,
Friday,7/16/1999,FALSE,FALSE,UFC 21: Return of the Champions,7/16/1999,UFC 021 !UFC 21: Return of the Champions,7/16/1999,UFC 21,7/16/1999,UFC 21 - Return of the Champions,7/16/1999,UFC 21: Return of the Champions,7/16/1999,
Friday,5/7/1999,FALSE,FALSE,UFC 20: Battle for the Gold,5/7/1999,UFC 020 !UFC 20: Battle for the Gold,5/7/1999,UFC 20,5/7/1999,,5/7/1999,UFC 20: Battle for the Gold,5/7/1999,
Friday,3/5/1999,FALSE,FALSE,UFC 19: Ultimate Young Guns,3/5/1999,UFC 019 !UFC 19: Ultimate Young Guns,3/5/1999,UFC 19,3/5/1999,UFC 19 - Ultimate Young Guns,3/5/1999,UFC 19: Ultimate Young Guns,3/5/1999,
Friday,1/8/1999,FALSE,FALSE,UFC 18: The Road to the Heavyweight Title,1/8/1999,UFC 018 !UFC 18: The Road to the Heavyweight Title,1/8/1999,UFC 18,1/8/1999,,1/8/1999,UFC 18: The Road to the Heavyweight Title,1/8/1999,
Friday,10/16/1998,FALSE,FALSE,UFC Brazil: Ultimate Brazil,10/16/1998,UFC Brazil: Ultimate Brazil,10/16/1998,Ultimate,10/16/1998,UFC 17.5 - Ultimate Brazil,10/16/1998,UFC - Ultimate Brazil,10/16/1998,
Friday,5/15/1998,FALSE,FALSE,UFC 17: Redemption,5/15/1998,UFC 017 !UFC 17: Redemption,5/15/1998,UFC 17,5/15/1998,,5/15/1998,UFC 17: Redemption,5/15/1998,
Friday,3/13/1998,FALSE,FALSE,UFC 16: Battle in the Bayou,3/13/1998,UFC 016 !UFC 16: Battle in the Bayou,3/13/1998,UFC 16,3/13/1998,UFC 16 - Battle in the Bayou,3/13/1998,UFC 16: Battle in the Bayou,3/13/1998,
Sunday,12/21/1997,FALSE,FALSE,UFC Japan: Ultimate Japan,12/21/1997,UFC Japan: Ultimate Japan,12/21/1997,,12/21/1997,,12/21/1997,UFC - Ultimate Japan,12/21/1997,
Friday,10/17/1997,FALSE,FALSE,UFC 15: Collision Course,10/17/1997,UFC 015 !UFC 15: Collision Course,10/17/1997,UFC 15,10/17/1997,UFC 15 - Collision Course,10/17/1997,UFC 15: Collision Course,10/17/1997,
Sunday,7/27/1997,FALSE,FALSE,UFC 14: Showdown,7/27/1997,UFC 014 !UFC 14: Showdown,7/27/1997,UFC 14,7/27/1997,,7/27/1997,UFC 14: Showdown,7/27/1997,
Friday,5/30/1997,FALSE,FALSE,UFC 13: The Ultimate Force,5/30/1997,UFC 013 !UFC 13: The Ultimate Force,5/30/1997,UFC 13,5/30/1997,UFC 13 - The Ultimate Force,5/30/1997,UFC 13: The Ultimate Force,5/30/1997,
Friday,2/7/1997,FALSE,FALSE,UFC 12: Judgement Day,2/7/1997,UFC 012 !UFC 12: Judgement Day,2/7/1997,UFC 12,2/7/1997,,2/7/1997,UFC 12: Judgement Day,2/7/1997,
Saturday,12/7/1996,FALSE,FALSE,UFC: The Ultimate Ultimate 2,12/7/1996,UFC: The Ultimate Ultimate 2,12/7/1996,Ultimate Ultimate 96,12/7/1996,UFC - Ultimate Ultimate 1996,12/7/1996,UFC - Ultimate Ultimate '96,12/7/1996,
Friday,9/20/1996,FALSE,FALSE,UFC 11: The Proving Ground,9/20/1996,UFC 011 !UFC 11: The Proving Ground,9/20/1996,UFC 11,9/20/1996,,9/20/1996,UFC 11: The Proving Ground,9/20/1996,
Friday,7/12/1996,FALSE,FALSE,UFC 10: The Tournament,7/12/1996,UFC 010 !UFC 10: The Tournament,7/12/1996,UFC 10,7/12/1996,UFC 10 - The Tournament,7/12/1996,UFC 10: The Tournament,7/12/1996,
Friday,5/17/1996,FALSE,FALSE,UFC 9: Motor City Madness,5/17/1996,UFC 009 !UFC 9: Motor City Madness,5/17/1996,UFC 9,5/17/1996,,5/17/1996,UFC 9: Motor City Madness,5/17/1996,
Friday,2/16/1996,FALSE,FALSE,UFC 8: David vs. Goliath,2/16/1996,UFC 008 !UFC 8: David vs. Goliath,2/16/1996,UFC 8,2/16/1996,UFC 8 - David vs. Goliath,2/16/1996,UFC 8: David vs Goliath,2/16/1996,
Saturday,12/16/1995,FALSE,FALSE,UFC: The Ultimate Ultimate,12/16/1995,UFC: The Ultimate Ultimate,12/16/1995,Ultimate Ultimate 95,12/16/1995,,12/16/1995,UFC - Ultimate Ultimate '95,12/16/1995,
Friday,9/8/1995,FALSE,FALSE,UFC 7: The Brawl in Buffalo,9/8/1995,UFC 007 !UFC 7: The Brawl in Buffalo,9/8/1995,UFC 7,9/8/1995,UFC 7 - The Brawl in Buffalo,9/8/1995,UFC 7: The Brawl in Buffalo,9/8/1995,
Friday,7/14/1995,FALSE,FALSE,UFC 6: Clash of the Titans,7/14/1995,UFC 006 !UFC 6: Clash of the Titans,7/14/1995,UFC 6,7/14/1995,,7/14/1995,UFC 6: Clash of the Titans,7/14/1995,
Friday,4/7/1995,FALSE,FALSE,UFC 5: The Return of the Beast,4/7/1995,UFC 005 !UFC 5: The Return of the Beast,4/7/1995,UFC 5,4/7/1995,UFC 5 - The Return of the Beast,4/7/1995,UFC 5: The Return of the Beast,4/7/1995,
Friday,12/16/1994,FALSE,FALSE,UFC 4: Revenge of the Warriors,12/16/1994,UFC 004 !UFC 4: Revenge of the Warriors,12/16/1994,UFC 4,12/16/1994,,12/16/1994,UFC 4: Revenge of the Warriors,12/16/1994,
Friday,9/9/1994,FALSE,FALSE,UFC 3: The American Dream,9/9/1994,UFC 003 !UFC 3: The American Dream,9/9/1994,UFC 3,9/9/1994,UFC 3 - The American Dream,9/9/1994,UFC 3: The American Dream,9/9/1994,
Friday,3/11/1994,FALSE,FALSE,UFC 2: No Way Out,3/11/1994,UFC 002 !UFC 2: No Way Out,3/11/1994,UFC 2,3/11/1994,,3/11/1994,UFC 2: No Way Out,3/11/1994,
Friday,11/12/1993,FALSE,#REF!,UFC 1: The Beginning,11/12/1993,UFC 001 !UFC 1: The Beginning,11/12/1993,UFC 1,11/12/1993,UFC 1 - The Beginning,11/12/1993,UFC 1: The Beginning,11/12/1993,
